time,net
1,1.01084E-06
2,2.16632E-06
3,3.61172E-06
4,5.20267E-06
5,8.24215E-06
6,1.12853E-05
7,1.33159E-05
8,1.65098E-05
9,1.98533E-05
10,2.21813E-05
11,2.48022E-05
12,2.96137E-05
13,3.3704E-05
14,3.86803E-05
15,4.24921E-05
16,4.83685E-05
17,5.35228E-05
18,5.8688E-05
19,6.50494E-05
20,7.2169E-05
21,7.81161E-05
22,8.51226E-05
23,9.16998E-05
24,9.66429E-05
25,0.000104603
26,0.000111078
27,0.000118173
28,0.000125742
29,0.000133487
30,0.000142632
31,0.000147981
32,0.000154569
33,0.000161789
34,0.000168104
35,0.00017536
36,0.000181707
37,0.000190089
38,0.000196472
39,0.000201465
40,0.000209129
41,0.000217131
42,0.000223901
43,0.000231164
44,0.000237182
45,0.000242896
46,0.00024926
47,0.000256916
48,0.000263957
49,0.00027134
50,0.000278263
51,0.000283913
52,0.000291033
53,0.00029671
54,0.000303051
55,0.000310223
56,0.000316761
57,0.000325122
58,0.000330876
59,0.000337469
60,0.000344739
61,0.000352862
62,0.000360839
63,0.000365502
64,0.000373177
65,0.000380537
66,0.000387578
67,0.000394804
68,0.000402217
69,0.000409309
70,0.000417772
71,0.000422861
72,0.000428811
73,0.00043392
74,0.000440577
75,0.000448106
76,0.000456686
77,0.000464776
78,0.000470987
79,0.00047652
80,0.000485018
81,0.000491975
82,0.000499123
83,0.000505588
84,0.000510842
85,0.000518918
86,0.000526665
87,0.000532312
88,0.000541333
89,0.000546828
90,0.000552867
91,0.000557318
92,0.000564631
93,0.000570351
94,0.000576081
95,0.000582182
96,0.000590637
97,0.000597129
98,0.000601465
99,0.000607437
100,0.00061197
101,0.000619421
102,0.000626708
103,0.000632185
104,0.000639688
105,0.000646845
106,0.000653653
107,0.000659737
108,0.000665649
109,0.000670647
110,0.000676955
111,0.000683653
112,0.000689623
113,0.000695978
114,0.000702347
115,0.000711548
116,0.000717572
117,0.000725122
118,0.000731746
119,0.00073896
120,0.00074486
121,0.00075001
122,0.000756127
123,0.000762062
124,0.000767047
125,0.000773003
126,0.000778007
127,0.000784759
128,0.000793657
129,0.000798892
130,0.000806859
131,0.000812508
132,0.000818755
133,0.000826584
134,0.000832273
135,0.000838759
136,0.000844863
137,0.000849796
138,0.00085731
139,0.00086286
140,0.000868622
141,0.000873996
142,0.000879579
143,0.000884375
144,0.000889378
145,0.00089499
146,0.000900012
147,0.000904841
148,0.000911089
149,0.000916743
150,0.00092281
151,0.000928892
152,0.000934784
153,0.000939466
154,0.000943951
155,0.000949259
156,0.000954779
157,0.000960718
158,0.000968312
159,0.000972425
160,0.000980663
161,0.000987473
162,0.000994299
163,0.00100114
164,0.001004878
165,0.001011116
166,0.001018199
167,0.001024877
168,0.001030312
169,0.001035754
170,0.001041835
171,0.0010494
172,0.001054665
173,0.001061415
174,0.001066486
175,0.001070506
176,0.001075803
177,0.001081532
178,0.001088972
179,0.001094937
180,0.001100913
181,0.001107328
182,0.001113113
183,0.001118907
184,0.001122991
185,0.001129017
186,0.001135486
187,0.001141752
188,0.00114825
189,0.001154108
190,0.001159323
191,0.001164548
192,0.001170003
193,0.001175905
194,0.001180065
195,0.001185765
196,0.001191694
197,0.001200938
198,0.001207554
199,0.001214184
200,0.001220383
201,0.001226372
202,0.001233705
203,0.00123994
204,0.001245519
205,0.001249988
206,0.001255808
207,0.001262311
208,0.001269506
209,0.001276042
210,0.001282138
211,0.001288924
212,0.001294818
213,0.00130163
214,0.001306408
215,0.001313018
216,0.001318041
217,0.001323075
218,0.001328577
219,0.001333172
220,0.001338003
221,0.001343302
222,0.001347917
223,0.001353464
224,0.001361571
225,0.001368535
226,0.001375745
227,0.001381104
228,0.00138647
229,0.001392079
230,0.001397934
231,0.001403565
232,0.001408734
233,0.001414619
234,0.001421225
235,0.001426661
236,0.001430685
237,0.001434477
238,0.001439223
239,0.001444212
240,0.001449683
241,0.00145397
242,0.001458739
243,0.001464707
244,0.001469728
245,0.001477155
246,0.001482674
247,0.001488443
248,0.001494219
249,0.001501694
250,0.001508217
251,0.001513298
252,0.001517417
253,0.001523972
254,0.001530051
255,0.001538094
256,0.001544932
257,0.001550068
258,0.001556437
259,0.0015638
260,0.001568717
261,0.001574133
262,0.001580051
263,0.001584495
264,0.001590183
265,0.001594145
266,0.001601092
267,0.001606564
268,0.001613293
269,0.001618037
270,0.001625293
271,0.001631811
272,0.001637086
273,0.001642619
274,0.001648917
275,0.001656488
276,0.001662304
277,0.001667116
278,0.001673203
279,0.00167803
280,0.001685663
281,0.001693313
282,0.001698421
283,0.001703025
284,0.001709686
285,0.001715334
286,0.001723051
287,0.001729752
288,0.001736722
289,0.001742152
290,0.001748884
291,0.001754591
292,0.001759787
293,0.00176499
294,0.001769942
295,0.001775684
296,0.001782482
297,0.001787197
298,0.001793231
299,0.001797959
300,0.001803483
301,0.001808486
302,0.001811386
303,0.001815873
304,0.001819837
305,0.001825131
306,0.001832822
307,0.001837605
308,0.001843193
309,0.001848789
310,0.001853327
311,0.001860548
312,0.001864566
313,0.001873419
314,0.001878525
315,0.001886065
316,0.001893352
317,0.001900654
318,0.00190499
319,0.001910418
320,0.001915309
321,0.001920206
322,0.001922658
323,0.001931388
324,0.00193576
325,0.001938495
326,0.001944793
327,0.001950277
328,0.001955221
329,0.00196017
330,0.001966503
331,0.001972849
332,0.001978655
333,0.001983916
334,0.00198752
335,0.001992239
336,0.001998354
337,0.002002807
338,0.002010891
339,0.002015359
340,0.002019552
341,0.002025152
342,0.002028236
343,0.002034411
344,0.002038909
345,0.002043976
346,0.00204905
347,0.002054975
348,0.002061192
349,0.002067421
350,0.002070823
351,0.002078768
352,0.002085021
353,0.002091568
354,0.00209784
355,0.002104409
356,0.002111847
357,0.002119014
358,0.002123608
359,0.002129357
360,0.002134541
361,0.002140597
362,0.002145216
363,0.002152156
364,0.002157371
365,0.002162593
366,0.002167824
367,0.002171609
368,0.002177148
369,0.002181818
370,0.002187666
371,0.002193817
372,0.002197043
373,0.002202916
374,0.002207914
375,0.002213802
376,0.002220286
377,0.002226189
378,0.002234172
379,0.002238614
380,0.002244249
381,0.002250191
382,0.002257628
383,0.002267462
384,0.002273433
385,0.002277918
386,0.002283606
387,0.002290203
388,0.002295306
389,0.00230222
390,0.002305231
391,0.002313374
392,0.002320326
393,0.002328505
394,0.00233427
395,0.002339739
396,0.002344606
397,0.002348869
398,0.002354663
399,0.002361993
400,0.002367804
401,0.002374235
402,0.002379756
403,0.002387744
404,0.002392668
405,0.002398215
406,0.002403153
407,0.00240686
408,0.002412118
409,0.00241738
410,0.0024211
411,0.002426998
412,0.002431038
413,0.002434148
414,0.002439128
415,0.002444426
416,0.002450044
417,0.002455981
418,0.002459422
419,0.002462864
420,0.002470069
421,0.00247603
422,0.002479799
423,0.002486402
424,0.002492383
425,0.002498688
