time,cif
0,1.5845E-07
1,1.74313E-06
2,3.32838E-06
3,5.07255E-06
4,7.13499E-06
5,1.0786E-05
6,1.49172E-05
7,1.76216E-05
8,2.19197E-05
9,2.67009E-05
10,2.94135E-05
11,3.35645E-05
12,3.93187E-05
13,4.44421E-05
14,5.05349E-05
15,5.61572E-05
16,6.3237E-05
17,6.9849E-05
18,7.63129E-05
19,8.45703E-05
20,9.30101E-05
21,0.000101797
22,0.000110931
23,0.00011944
24,0.000126819
25,0.000136348
26,0.000145078
27,0.000153661
28,0.000162761
29,0.000172216
30,0.000184027
31,0.000191376
32,0.000200412
33,0.000210312
34,0.00021822
35,0.000227156
36,0.000235779
37,0.00024612
38,0.000254962
39,0.000261443
40,0.000271353
41,0.000281634
42,0.000290574
43,0.000299025
44,0.000307499
45,0.000314955
46,0.000323124
47,0.000333752
48,0.000343189
49,0.000353178
50,0.000361612
51,0.000369365
52,0.000379256
53,0.000387582
54,0.000395752
55,0.00040501
56,0.000413578
57,0.000423239
58,0.000430238
59,0.000437792
60,0.000447162
61,0.000456557
62,0.000466702
63,0.000473781
64,0.0004836
65,0.000493625
66,0.000502582
67,0.000511926
68,0.000521841
69,0.000530129
70,0.000540461
71,0.000547493
72,0.000555095
73,0.000561969
74,0.000569599
75,0.000579484
76,0.000590513
77,0.000600263
78,0.000607783
79,0.000615319
80,0.000625894
81,0.000634796
82,0.00064372
83,0.000651901
84,0.000659145
85,0.000668887
86,0.000677894
87,0.000685
88,0.000695388
89,0.000702331
90,0.000709865
91,0.000715674
92,0.000724981
93,0.000731978
94,0.000739183
95,0.000746397
96,0.000756753
97,0.000765567
98,0.000771455
99,0.00077853
100,0.00078483
101,0.0007941
102,0.000802599
103,0.000809333
104,0.00081846
105,0.000827411
106,0.00083519
107,0.000843182
108,0.000850791
109,0.000857014
110,0.000864654
111,0.000872513
112,0.000879583
113,0.000886869
114,0.000895383
115,0.000906553
116,0.000913478
117,0.000922251
118,0.000930433
119,0.000938634
120,0.000945828
121,0.000952418
122,0.000959229
123,0.000967086
124,0.00097392
125,0.000980971
126,0.000987206
127,0.000995327
128,0.00100597
129,0.001012876
130,0.001022938
131,0.001030084
132,0.001037665
133,0.001047582
134,0.001054563
135,0.001061978
136,0.001069618
137,0.00107706
138,0.001086436
139,0.001093485
140,0.001099906
141,0.001106337
142,0.001112565
143,0.001118803
144,0.001125267
145,0.001132172
146,0.001138009
147,0.00114364
148,0.001151233
149,0.001158835
150,0.001165581
151,0.001172991
152,0.001179764
153,0.001186768
154,0.001192248
155,0.001198613
156,0.001206305
157,0.00121291
158,0.001221733
159,0.001226817
160,0.001236774
161,0.001244531
162,0.001251859
163,0.001259423
164,0.001264549
165,0.001271688
166,0.001280404
167,0.00128779
168,0.001294515
169,0.0013008
170,0.001308891
171,0.001316998
172,0.001322864
173,0.001331679
174,0.001338018
175,0.00134346
176,0.001350045
177,0.001356639
178,0.001364838
179,0.001371683
180,0.001378765
181,0.001386545
182,0.001393193
183,0.001400998
184,0.001406058
185,0.001413426
186,0.001420344
187,0.001427735
188,0.001435371
189,0.001441863
190,0.001448129
191,0.001454406
192,0.00146046
193,0.001467925
194,0.001472365
195,0.001479614
196,0.001487578
197,0.001498608
198,0.001506843
199,0.001514855
200,0.001522409
201,0.001529739
202,0.001538031
203,0.001544912
204,0.001550854
205,0.001556329
206,0.001563714
207,0.00157135
208,0.001579719
209,0.001586909
210,0.001594352
211,0.001602769
212,0.001610239
213,0.001617725
214,0.001623529
215,0.00163201
216,0.001638077
217,0.00164464
218,0.001651459
219,0.001657314
220,0.001662935
221,0.001669294
222,0.001674683
